char,cong,irred,nu-invariants,ideals
2,2,True,1,"ideal(y,x)"
3,3,True,"1, 2","ideal 1, ideal(y,x)"
5,-1,True,"3, 4","ideal 1, ideal(y,x)"
7,1,True,"5, 6","ideal 1, ideal(y,x)"
11,-1,True,"8, 10","ideal 1, ideal(y,x)"
13,1,True,"10, 12","ideal 1, ideal(y,x)"
17,-1,True,"13, 16","ideal 1, ideal(y,x)"
19,1,True,"15, 18","ideal 1, ideal(y,x)"
23,-1,True,"18, 22","ideal 1, ideal(y,x)"
29,-1,True,"23, 28","ideal 1, ideal(y,x)"
31,1,True,"25, 30","ideal 1, ideal(y,x)"
37,1,True,"30, 36","ideal 1, ideal(y,x)"
41,-1,True,"33, 40","ideal 1, ideal(y,x)"
43,1,True,"35, 42","ideal 1, ideal(y,x)"
47,-1,True,"38, 46","ideal 1, ideal(y,x)"
53,-1,True,"43, 52","ideal 1, ideal(y,x)"
59,-1,True,"48, 58","ideal 1, ideal(y,x)"
61,1,True,"50, 60","ideal 1, ideal(y,x)"
67,1,True,"55, 66","ideal 1, ideal(y,x)"
71,-1,True,"58, 70","ideal 1, ideal(y,x)"
73,1,True,"60, 72","ideal 1, ideal(y,x)"
79,1,True,"65, 78","ideal 1, ideal(y,x)"
83,-1,True,"68, 82","ideal 1, ideal(y,x)"
89,-1,True,"73, 88","ideal 1, ideal(y,x)"
97,1,True,"80, 96","ideal 1, ideal(y,x)"
