char,cong,irred,nu-invariants,ideals
2,2,True,1,"ideal(x,y^5)"
3,3,True,"1, 2","ideal(x,y^3), ideal(x^2,x*y^3,y^7)"
5,5,True,"1, 2, 3, 4","ideal 1, ideal(x,y^2), ideal(x,y^4), ideal(x^2,x*y^2,y^6)"
7,7,True,"2, 3, 4, 5, 6","ideal 1, ideal(y,x), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^3,y^6)"
11,11,True,"3, 4, 5, 6, 7, 8, 9, 10","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^7)"
13,13,True,"5, 6, 7, 8, 9, 10, 11, 12","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^3,y^6)"
17,-16,True,"6, 8, 9, 11, 12, 14, 15, 16","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^7)"
19,-14,True,"7, 9, 11, 12, 13, 14, 15, 16, 17, 18","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6)"
23,-10,True,"9, 11, 13, 15, 17, 19, 21, 22","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^7)"
29,-4,True,"11, 14, 16, 19, 21, 22, 24, 26, 27, 28","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
31,-2,True,"12, 15, 18, 21, 22, 24, 25, 26, 28, 29, 30","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
37,4,True,"15, 18, 22, 25, 27, 28, 30, 32, 34, 35, 36","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
41,8,True,"16, 20, 24, 27, 30, 31, 34, 35, 38, 39, 40","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
43,10,True,"17, 21, 25, 29, 31, 33, 35, 37, 39, 41, 42","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
47,14,True,"19, 23, 27, 32, 35, 36, 39, 40, 43, 44, 46","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
53,-13,True,"21, 26, 31, 36, 39, 41, 44, 45, 49, 50, 52","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
59,-7,True,"24, 29, 35, 40, 44, 45, 49, 51, 55, 56, 58","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
61,-5,True,"25, 31, 36, 42, 45, 47, 51, 53, 56, 58, 60","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
67,1,True,"28, 34, 40, 46, 50, 52, 56, 58, 62, 64, 66","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
71,5,True,"29, 35, 42, 48, 53, 55, 59, 61, 66, 68, 70","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
73,7,True,"30, 37, 43, 50, 54, 57, 61, 63, 67, 70, 72","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
79,13,True,"33, 40, 47, 54, 59, 61, 66, 69, 73, 76, 78","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
83,-16,True,"34, 42, 49, 57, 62, 64, 70, 72, 77, 79, 82","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
89,-10,True,"37, 45, 53, 61, 67, 69, 75, 77, 83, 85, 88","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
97,-2,True,"40, 49, 58, 67, 72, 76, 81, 84, 90, 93, 96","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x,y^4), ideal(x*y,x^2,y^4), ideal(x*y,x^2,y^5), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^2,y^6), ideal(x^2,x*y^3,y^6), ideal(x^2,x*y^3,y^7)"
