char,cong,irred,nu-invariants,ideals
2,2,False,1,"ideal(y^5,x^5)"
3,3,False,"1, 2","ideal(y^3,x^3), ideal(x^3*y^3,y^7,x^7)"
5,5,False,"1, 2, 3, 4","ideal(y^2,x^2), ideal(y^4,x^2*y^2,x^4), ideal(y^6,x^2*y^4,x^4*y^2,x^6), ideal(y^8,x^2*y^6,x^4*y^4,x^6*y^2,x^8)"
7,7,False,"1, 2, 3, 4, 5, 6","ideal(y,x), ideal(x*y,y^3,x^3), ideal(y^4,x*y^3,x^3*y,x^4), ideal(x*y^4,x^4*y,y^6,x^3*y^3,x^6), ideal(y^7,x*y^6,x^3*y^4,x^4*y^3,x^6*y,x^7), ideal(x*y^7,x^4*y^4,x^7*y,y^9,x^3*y^6,x^6*y^3,x^9)"
11,11,False,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","ideal(x+y), ideal(x^2+2*x*y+y^2), ideal(x^3+3*x^2*y+3*x*y^2+y^3), ideal(x^4+4*x^3*y-5*x^2*y^2+4*x*y^3+y^4), ideal(x^5+5*x^4*y-x^3*y^2-x^2*y^3+5*x*y^4+y^5), ideal(x^6-5*x^5*y+4*x^4*y^2-2*x^3*y^3+4*x^2*y^4-5*x*y^5+y^6), ideal(x^7-4*x^6*y-x^5*y^2+2*x^4*y^3+2*x^3*y^4-x^2*y^5-4*x*y^6+y^7), ideal(x^8-3*x^7*y-5*x^6*y^2+x^5*y^3+4*x^4*y^4+x^3*y^5-5*x^2*y^6-3*x*y^7+y^8), ideal(x^9-2*x^8*y+3*x^7*y^2-4*x^6*y^3+5*x^5*y^4+5*x^4*y^5-4*x^3*y^6+3*x^2*y^7-2*x*y^8+y^9), ideal(x^10-x^9*y+x^8*y^2-x^7*y^3+x^6*y^4-x^5*y^5+x^4*y^6-x^3*y^7+x^2*y^8-x*y^9+y^10)"
13,13,False,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(y^5,x^5,x^2*y^4,x^3*y^3,x^4*y^2), ideal(y^6,x*y^5,x^5*y,x^6,x^3*y^4,x^4*y^3), ideal(y^7,x*y^6,x^2*y^5,x^5*y^2,x^6*y,x^7,x^4*y^4), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
17,17,False,"2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(x*y,y^3,x^3), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x*y^3,x^3*y,y^5,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(x*y^5,x^3*y^3,x^5*y,y^7,x^7), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(x*y^7,x^3*y^5,x^5*y^3,x^7*y,y^9,x^9), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
19,19,False,"2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^2,x^2*y,y^4,x^4), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,y^5,x*y^4,x^4*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(y^6,x*y^5,x^2*y^4,x^4*y^2,x^5*y,x^6), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(x*y^6,x^2*y^5,x^5*y^2,x^6*y,y^8,x^4*y^4,x^8), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(x^2*y^6,x^6*y^2,y^9,x*y^8,x^4*y^5,x^5*y^4,x^8*y,x^9), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
23,23,False,"4, 6, 8, 10, 12, 14, 16, 18, 20, 22","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
29,29,False,"4, 7, 9, 10, 12, 14, 15, 17, 18, 20, 22, 23, 25, 26, 28","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(x*y,y^3,x^3), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^4,x*y^3,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(x*y^4,x^4*y,y^6,x^3*y^3,x^6), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(y^7,x*y^6,x^3*y^4,x^4*y^3,x^6*y,x^7), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(x*y^7,x^4*y^4,x^7*y,y^9,x^3*y^6,x^6*y^3,x^9), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
31,31,False,"4, 7, 10, 13, 16, 18, 19, 21, 22, 24, 25, 27, 28, 30","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(x*y^4,x^2*y^3,x^3*y^2,x^4*y,y^6,x^6), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(x^2*y^4,x^3*y^3,x^4*y^2,y^7,x*y^6,x^6*y,x^7), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(x^3*y^4,x^4*y^3,y^8,x*y^7,x^2*y^6,x^6*y^2,x^7*y,x^8), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(x^4*y^4,y^9,x*y^8,x^2*y^7,x^3*y^6,x^6*y^3,x^7*y^2,x^8*y,x^9), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
37,37,False,"6, 9, 12, 13, 16, 19, 20, 22, 23, 26, 29, 30, 32, 33, 36","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^2,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,y^5,x*y^4,x^4*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(y^5,x^2*y^3,x^3*y^2,x^5), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(x^2*y^5,x^5*y^2,y^8,x*y^7,x^4*y^4,x^7*y,x^8), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(y^8,x^2*y^6,x^3*y^5,x^5*y^3,x^6*y^2,x^8), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
41,41,False,"6, 10, 14, 17, 18, 21, 22, 25, 28, 29, 32, 33, 36, 37, 40","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^2,x^2*y,y^4,x^4), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,y^5,x*y^4,x^4*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(y^6,x*y^5,x^2*y^4,x^4*y^2,x^5*y,x^6), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(x*y^6,x^2*y^5,x^5*y^2,x^6*y,y^8,x^4*y^4,x^8), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(x^2*y^6,x^6*y^2,y^9,x*y^8,x^4*y^5,x^5*y^4,x^8*y,x^9), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
43,43,False,"6, 10, 14, 18, 22, 26, 30, 34, 38, 42","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
47,47,False,"8, 12, 16, 20, 21, 24, 25, 29, 33, 34, 37, 38, 41, 42, 46","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^3,x^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^4,x*y^3,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(x^3*y^3,y^7,x*y^6,x^2*y^5,x^5*y^2,x^6*y,x^7), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(y^7,x^3*y^4,x^4*y^3,x^7,x^2*y^6,x^6*y^2), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(y^8,x*y^7,x^3*y^5,x^4*y^4,x^5*y^3,x^7*y,x^8), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
53,53,False,"8, 13, 18, 23, 28, 32, 33, 37, 38, 42, 43, 47, 48, 52","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5), ideal(x*y^4,x^2*y^3,x^3*y^2,x^4*y,y^6,x^6), ideal(y^6,x*y^5,x^2*y^4,x^3*y^3,x^4*y^2,x^5*y,x^6), ideal(x^2*y^4,x^3*y^3,x^4*y^2,y^7,x*y^6,x^6*y,x^7), ideal(y^7,x*y^6,x^2*y^5,x^3*y^4,x^4*y^3,x^5*y^2,x^6*y,x^7), ideal(x^3*y^4,x^4*y^3,y^8,x*y^7,x^2*y^6,x^6*y^2,x^7*y,x^8), ideal(y^8,x*y^7,x^2*y^6,x^3*y^5,x^4*y^4,x^5*y^3,x^6*y^2,x^7*y,x^8), ideal(x^4*y^4,y^9,x*y^8,x^2*y^7,x^3*y^6,x^6*y^3,x^7*y^2,x^8*y,x^9), ideal(y^9,x*y^8,x^2*y^7,x^3*y^6,x^4*y^5,x^5*y^4,x^6*y^3,x^7*y^2,x^8*y,x^9)"
