char,cong,irred,nu-invariants,ideals
2,2,True,1,"ideal(y^3,x*y^2,x^3)"
3,3,True,"1, 2","ideal(x*y+y^2,x^2), ideal(x^2*y^2-x*y^3+y^4,x^3*y+x*y^3-y^4,x^4)"
5,5,True,"1, 2, 3, 4","ideal 1, ideal(x,y^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^3,x^2*y^2,x^3*y,x^4,y^5)"
7,7,True,"1, 2, 3, 4, 5, 6","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3)"
11,11,True,"2, 4, 6, 7, 8, 9, 10","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^2,x^2*y,x^3,y^4), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3)"
13,13,True,"3, 5, 7, 9, 10, 11, 12","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3)"
17,17,True,"4, 7, 9, 10, 12, 13, 14, 15, 16","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(x*y,x^2,y^3), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x*y^3,x^2*y^2,x^3*y,x^4,y^5), ideal(x^4,y^5,x*y^4,x^2*y^3,x^3*y^2)"
19,19,True,"5, 8, 11, 13, 14, 15, 16, 17, 18","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^2,x^2*y,x^3,y^4), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,x^3*y,x^4,y^5,x*y^4), ideal(x^4,y^5,x*y^4,x^2*y^3,x^3*y^2)"
23,-19,True,"6, 9, 10, 13, 14, 16, 17, 18, 19, 20, 21, 22","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x^2,y^3,x*y^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^2,x^2*y,x^3,y^4), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x*y^3,x^2*y^2,x^3*y,x^4,y^5), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3), ideal(x^4,y^5,x*y^4,x^2*y^3,x^3*y^2)"
29,-13,True,"8, 12, 13, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 28","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x*y,x^2,y^3), ideal(x^2,y^3,x*y^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^2,x^2*y,x^3,y^4), ideal(x^2*y,x^3,y^4,x*y^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,x^3*y,x^4,y^5,x*y^4), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3), ideal(x^4,y^5,x*y^4,x^2*y^3,x^3*y^2)"
31,-11,True,"9, 13, 14, 18, 19, 22, 23, 24, 27, 28, 29, 30","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x^2,y^3,x*y^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^2,x^2*y,x^3,y^4), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,x^3*y,x^4,y^5,x*y^4), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
37,-5,True,"11, 16, 17, 21, 22, 23, 27, 28, 29, 32, 33, 34, 35, 36","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x*y,x^2,y^3), ideal(x^2,y^3,x*y^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x^2*y,x^3,y^4,x*y^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x*y^3,x^2*y^2,x^3*y,x^4,y^5), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3), ideal(x^4,y^5,x*y^4,x^2*y^3,x^3*y^2), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
41,-1,True,"12, 18, 19, 23, 25, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x*y,x^2,y^3), ideal(y^3,x*y^2,x^2*y,x^3), ideal(x*y^2,x^2*y,x^3,y^4), ideal(x^2*y,x^3,y^4,x*y^3), ideal(x^3,y^4,x*y^3,x^2*y^2), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x*y^3,x^2*y^2,x^3*y,x^4,y^5), ideal(x^2*y^2,x^3*y,x^4,y^5,x*y^4), ideal(x^3*y,x^4,y^5,x*y^4,x^2*y^3), ideal(x^4,y^5,x*y^4,x^2*y^3,x^3*y^2), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
