char,cong,irred,nu-invariants,ideals
2,2,True,1,"ideal(y^3,x*y^2,x^3)"
3,3,True,"1, 2","ideal(y^2,x*y,x^2), ideal(y^4,x^2*y^2,x^3*y,x^4)"
5,5,True,"1, 2, 3, 4","ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^4), ideal(x^2*y^2,y^5,x*y^4,x^4*y,x^5)"
7,7,True,"1, 2, 3, 4, 5, 6","ideal 1, ideal(y,x), ideal(x*y+y^2,x^2-y^2,y^3), ideal(x*y^2,x^2*y+y^3,x^3-2*y^3), ideal(x^2*y^2+x*y^3,x^3*y+y^4,x^4-2*x*y^3-3*y^4,y^5), ideal(x^3*y^2+2*x^2*y^3+x*y^4,x^4*y-2*x^2*y^3+y^5,x^5+2*x*y^4+3*y^5,y^6,x*y^5)"
11,11,True,"2, 4, 5, 6, 7, 8, 9, 10","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(x*y,y^3,x^3), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^4,x*y^3,x^3*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
13,13,True,"3, 4, 5, 6, 7, 8, 10, 12","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x^2,y^3,x*y^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
17,17,True,"4, 6, 9, 11, 13, 14, 16","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^4,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
19,19,True,"4, 7, 10, 12, 13, 15, 16, 18","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^3,x*y^2,x^2*y,x^4), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,y^5,x*y^4,x^4*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
23,23,True,"6, 9, 12, 15, 16, 19, 22","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^3,x*y^2,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
29,-20,True,"8, 12, 16, 20, 24, 28","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
31,-18,True,"8, 12, 17, 21, 25, 26, 30","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^4,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
37,-12,True,"10, 15, 20, 25, 26, 31, 36","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^3,x*y^2,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
41,-8,True,"11, 16, 17, 22, 23, 28, 34, 40","ideal 1, ideal(y,x), ideal(x,y^2), ideal(y^2,x*y,x^2), ideal(x^2,y^3,x*y^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
43,-6,True,"12, 18, 24, 30, 36, 42","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
47,-2,True,"12, 19, 26, 32, 33, 39, 40, 46","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^3,x*y^2,x^2*y,x^4), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,y^5,x*y^4,x^4*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
53,4,True,"14, 22, 29, 30, 37, 44, 45, 52","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(x*y,y^3,x^3), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^4,x*y^3,x^3*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
59,10,True,"16, 24, 33, 41, 49, 50, 58","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^4,x^2*y^2,x^3*y,x^4), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
61,12,True,"16, 25, 34, 42, 43, 51, 52, 60","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^3,x*y^2,x^2*y,x^4), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(x^2*y^2,y^5,x*y^4,x^4*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
67,18,True,"18, 28, 37, 38, 47, 56, 57, 66","ideal 1, ideal(y,x), ideal(y^2,x*y,x^2), ideal(x*y,y^3,x^3), ideal(y^3,x*y^2,x^2*y,x^3), ideal(y^4,x*y^3,x^2*y^2,x^3*y,x^4), ideal(y^4,x*y^3,x^3*y,x^5), ideal(y^5,x*y^4,x^2*y^3,x^3*y^2,x^4*y,x^5)"
