char,cong,irred,nu-invariants,ideals
2,2,False,1,ideal(x*y^4+y^5+x^2)
3,3,True,"1, 2","ideal(x,y^2), ideal(x^2*y^2-x^2,y^6-x^2,x*y^5-x*y^3)"
5,5,True,"1, 2, 3, 4","ideal 1, ideal(x,y^2), ideal(x^2,x*y^2,y^4), ideal(x^2*y,x^3,x*y^4,y^6)"
7,7,True,"1, 2, 3, 4, 5, 6","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5), ideal(x^2*y,x^3,x*y^4,y^6)"
11,11,True,"3, 4, 5, 6, 7, 8, 9, 10","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^3,y^6), ideal(x^2*y,x^3,x*y^4,y^7)"
13,13,True,"4, 5, 6, 7, 8, 9, 10, 11, 12","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^3), ideal(x^2,x*y^2,y^4), ideal(x^2,x*y^3,y^5), ideal(x^2*y,x^3,x*y^3,y^6), ideal(x^3,x^2*y^2,x*y^4,y^6)"
17,17,True,"5, 7, 9, 10, 11, 12, 13, 14, 15, 16","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x*y,x^2,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^4), ideal(x^2,x*y^2,y^5), ideal(x^2*y,x^3,x*y^3,y^5), ideal(x^2*y,x^3,x*y^4,y^6), ideal(x^3,x^2*y^2,x*y^4,y^7)"
19,19,True,"6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^4), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^3,y^5), ideal(x^2*y,x^3,x*y^3,y^6), ideal(x^2*y,x^3,x*y^4,y^6), ideal(x^3,x^2*y^2,x*y^4,y^7)"
23,-17,True,"7, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^4), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^3,y^5), ideal(x^2,x*y^3,y^6), ideal(x^2*y,x^3,x*y^3,y^6), ideal(x^2*y,x^3,x*y^4,y^6), ideal(x^3,x^2*y^2,x*y^4,y^7)"
29,-11,True,"9, 12, 15, 16, 18, 19, 21, 22, 24, 25, 26, 27, 28","ideal 1, ideal(y,x), ideal(x,y^2), ideal(x,y^3), ideal(x*y,x^2,y^3), ideal(x*y,x^2,y^4), ideal(x^2,x*y^2,y^4), ideal(x^2,x*y^2,y^5), ideal(x^2,x*y^3,y^5), ideal(x^2*y,x^3,x*y^3,y^6), ideal(x^2*y,x^3,x*y^4,y^6), ideal(x^3,x^2*y^2,x*y^4,y^6), ideal(x^3,x^2*y^2,x*y^4,y^7)"
